Term,Catalog Nbr,Acad Prog,Grade,ID
2021,B2,CB024,31,2244
2021,B2,CB004,UP,1958
2021,B2,CB023,DPR,1332
2021,B2,SB001,DPR,2018
2021,B2,CB023,30,1779
2021,B2,CB020,UP,1543
2021,B2,CB023,23A,2013
2021,B2,CB001,22,1662
2021,B2,CB024,12,2166
2021,B2,CB025,UP,2102
2021,B2,CB004,22,1937
2021,B2,CB019,38,1694
2021,B2,CB011,DPR,1348
2021,B2,CB004,50,2097
2021,B2,SB001,34,1487
2021,B2,CB001,9,2197
2021,B2,CB024,AB,2207
2021,B2,CB024,30A,2250
2021,B2,SB001,34,1741
2021,B2,CB026,50,2243
2021,B2,CB011,AB,1673
2021,B2,CB011,DPR,1721
2021,B2,CB025,50,1962
2021,B2,CB011,DPR,2054
2021,B2,CB023,15,2081
2021,B2,SB001,DPR,1919
2021,B2,CB020,56,1285
2021,B2,CB011,26,1515
2021,B2,CB025,62,1992
2021,B2,CB025,40,2096
2021,B2,SB001,UP,4
2021,B2,CB025,43A,2119
2021,B2,SB001,47,2249
2021,B2,CB011,DPR,1684
2021,B2,SB001,DPR,1836
2021,B2,SB001,DPR,1824
2021,B2,SB001,23,1703
2021,B2,CB026,23,1988
2021,B2,CB011,DPR,1755
2021,B2,CB004,DPR,2175
2021,B2,CB003,50,2068
2021,B2,CB011,27,2268
2021,B2,CB018,50,1818
2021,B2,CB023,DPR,1699
2021,B2,SB016,22,1516
2021,B2,SB001,33,1823
2021,B2,CB011,33,1856
2021,B2,CB023,36,1851
2021,B2,CB026,DPR,1870
2021,B2,SB001,65,2095
2021,B2,CB015,43A,2038
2021,B2,CB004,22,2037
2021,B2,CB004,DPR,1990
2021,B2,CB011,DPR,1865
2021,B2,CB001,21,1811
2021,B2,SB001,DPR,2267
2021,B2,SB001,71,1940
2021,B2,CB001,DPR,1847
2021,B2,CB003,50,2107
2021,B2,CB023,26,2169
2021,B2,CB026,28A,2083
2021,B2,CB023,DPR,1891
2021,B2,CB004,36A,2112
2021,B2,CB004,12,2059
2021,B2,SZ001,DPR,1860
2021,B2,CB023,20A,1825
2021,B2,CB003,73,2157
2021,B2,CB003,36,1809
2021,B2,CB003,DPR,2058
2021,B2,CB001,20,1759
2021,B2,CB001,DPR,2025
2021,B2,CB020,DPR,1689
2021,B2,CB025,38,1796
2021,B2,CB025,25,2060
2021,B2,CB025,23,2077
2021,B2,CB025,47,2009
2021,B2,CB019,UP,1432
2021,B2,CB025,46,1964
2021,B2,CB001,24,1924
2021,B2,CB025,UP,2125
2021,B2,CB003,UP,2010
2021,B2,CB003,14A,2011
2021,B2,CB026,46,2055
2021,B2,CB023,14,2188
2021,B2,CB011,DPR,1373
2021,B2,CB025,44,2176
2021,B2,CB015,25,2076
2021,B2,CB025,28,1998
2021,B2,SB001,DPR,1553
2021,B2,CB023,AB,2228
2021,B2,CB011,9,1885
2021,B2,CB003,17,1968
2021,B2,CB001,26,1467
2021,B2,SB001,DPR,1788
2021,B2,CB001,DPR,1861
2021,B2,CB004,9,1981
2021,B2,CB020,68,1669
2021,B2,CB024,26,2089
2021,B2,SB001,21,2138
2021,B2,CB019,DPR,1849
2021,B2,CB004,22A,2109
2021,B2,CB003,53,1931
2021,B2,CB003,45,2118
2021,B2,CB003,38,1942
2021,B2,CB001,20,956
2021,B2,CB003,62,2117
2021,B2,CB003,65,1813
2021,B2,CB004,AB,2008
2021,B2,CB003,UP,2022
2021,B2,CB025,43,2021
2021,B2,CB011,AB,1766
2021,B2,SB001,69,2046
2021,B2,CB003,72,2019
2021,B2,CU020,50,1291
2021,B2,CB025,15,2070
2021,B2,CB026,48,1976
2021,B2,CB004,DPR,1977
2021,B2,CB023,7,2142
2021,B2,CB003,50,2214
2021,B2,CB026,42,2185
2021,B2,CB019,27,2217
2021,B2,CB003,12,1985
2021,B2,CB024,DPR,1835
2021,B2,SB001,DPR,1394
2021,B2,CB003,72,2103
2021,B2,CB003,42,2116
2021,B2,CB023,15,1995
2021,B2,CB001,DPR,858
2021,B2,CB001,23,1915
2021,B2,CB003,57,2024
2021,B2,CB011,24,1827
2021,B2,CB003,55,2170
2021,B2,CB019,47,1859
2021,B2,SB001,56,2032
2021,B2,CB019,AB,1776
2021,B2,CB004,13,2133
2021,B2,CB011,AB,1655
2021,B2,SB001,24A,2062
2021,B2,CB023,DPR,2229
2021,B2,SB001,62,2084
2021,B2,SB001,65,1810
2021,B2,CB011,30,1709
2021,B2,CB003,UP,2220
2021,B2,SB001,66,2148
2021,B2,CB003,63,2152
2021,B2,SB001,41A,2149
2021,B2,CB003,DPR,2127
2021,B2,CB003,UP,1925
2021,B2,CB024,38,1913
2021,B2,CB003,54,2129
2021,B2,SB001,61,2163
2021,B2,CB001,54,1921
2021,B2,CB003,51,2193
2021,B2,CB019,75,1926
2021,B2,CB004,41,2006
2021,B2,CB003,UP,1949
2021,B2,CB003,40,2067
2021,B2,SB001,65,2200
2021,B2,CB004,56,2139
2021,B2,CB019,35,1817
2021,B2,SB001,DPR,1754
2021,B2,CB001,21,2258
2021,B2,CB001,19,2064
2021,B2,CB003,87,1935
2021,B2,SB001,28,1884
2021,B2,CB004,46,2159
2021,B2,CB003,34,2248
2021,B2,CB001,DPR,814
