Term,Catalog Nbr,Acad Prog,Grade,ID
2022,B1,CB004,56,2113
2022,B1,CB003,59,2477
2022,B1,CB018,92,2182
2022,B1,CB004,32,2502
2022,B1,CB004,20,2318
2022,B1,CB003,74,2326
2022,B1,CB020,64,2072
2022,B1,SB001,UP,2279
2022,B1,CB003,76,2105
2022,B1,CB004,DPR,2537
2022,B1,CB023,41,1995
2022,B1,CB004,23,2133
2022,B1,CB003,42,2475
2022,B1,CB003,71,2285
2022,B1,CB003,99,2363
2022,B1,CB004,30,2275
2022,B1,CB003,61,2513
2022,B1,CB001,DPR,2090
2022,B1,CB003,78,2405
2022,B1,CB003,62,2473
2022,B1,CB001,INC,2450
2022,B1,CB024,25,2383
2022,B1,SB001,45,2487
2022,B1,CB003,79,2541
2022,B1,CB025,60,2425
2022,B1,CB004,AB,2306
2022,B1,SB001,UP,2216
2022,B1,SB001,41,1966
2022,B1,CB019,54,1817
2022,B1,SB001,67,1754
2022,B1,CB001,18,2258
2022,B1,CB003,49A,2377
2022,B1,CB003,88,2399
2022,B1,CB003,79,2248
2022,B1,CB001,DPR,814
