Term,Catalog Nbr,Acad Prog,Grade,ID
2015,B1,CB019,81,42
2015,B1,CB015,39,82
2015,B1,CB001,40,81
2015,B1,CB025,63,142
2015,B1,SB001,69,106
2015,B1,CB003,70,198
2015,B1,SB001,52,90
2015,B1,CB003,65,98
2015,B1,CB011,68,6
2015,B1,CB003,57,194
2015,B1,CB004,43,220
2015,B1,CB019,55,141
2015,B1,CB003,75,213
2015,B1,CB003,UP,176
2015,B1,CB001,40,340
2015,B1,CB019,39,203
2015,B1,CB019,62,133
2015,B1,CB003,62,326
2015,B1,CB003,78,208
2015,B1,CB004,32,332
2015,B1,CB003,79,137
2015,B1,CB004,31,86
2015,B1,CB025,63,190
2015,B1,CB020,71,207
2015,B1,CB019,58,272
2015,B1,CB015,25,91
2015,B1,CB020,UP,24
2015,B1,CB003,71,33
2015,B1,CB003,83,191
2015,B1,SB001,41,161
2015,B1,CB018,76,96
2015,B1,CB019,66,152
2015,B1,SB001,55,107
2015,B1,CB003,74,36
2015,B1,SB001,35,193
2015,B1,CB019,71,162
2015,B1,CB026,64,229
2015,B1,CB020,70,120
2015,B1,CB026,37,290
2015,B1,CB004,DPR,280
2015,B1,CB011,50,20
2015,B1,CB004,38,51
2015,B1,CB019,64,135
2015,B1,CB003,79,163
2015,B1,SB001,UP,263
2015,B1,CB019,UP,132
2015,B1,CB004,46,256
2015,B1,CB001,14,93
2015,B1,CB003,UP,292
2015,B1,SB001,66,95
2015,B1,CB019,67,130
2015,B1,CB015,55,49
2015,B1,CB003,63,139
2015,B1,CB003,63,37
2015,B1,CB003,78,179
2015,B1,CB003,80,79
2015,B1,CB003,78,316
2015,B1,CB019,64,201
2015,B1,CB020,56,39
2015,B1,SZ091,DPR,52
2015,B1,CB020,53,57
2015,B1,CB011,51,35
2015,B1,SB001,92,175
2015,B1,SB001,60,268
2015,B1,CB019,61,166
2015,B1,CB011,UP,77
2015,B1,CB011,64,78
2015,B1,CB001,53,26
2015,B1,CB011,AB,16
2015,B1,SB001,AB,336
2015,B1,CB011,32,80
2015,B1,CB025,61,228
2015,B1,CB001,58,154
2015,B1,CB011,46,61
2015,B1,CB001,27,76
2015,B1,CB015,27,101
2015,B1,CB024,50,232
2015,B1,CB019,65,119
2015,B1,SB001,UP,153
2015,B1,CB020,68,223
2015,B1,CB011,35,30
2015,B1,SB001,76,89
2015,B1,CB025,93,170
2015,B1,CB001,38,99
2015,B1,CB011,28,115
2015,B1,CB011,58,348
2015,B1,CB015,26,351
2015,B1,CZ001,58,9
2015,B1,CB011,31,75
2015,B1,CB019,UP,111
2015,B1,SB001,62,271
2015,B1,CB003,80,54
2015,B1,CB025,89,129
2015,B1,CB001,47,275
2015,B1,CB004,45A,108
2015,B1,CB018,69,41
2015,B1,CB003,69,105
2015,B1,CB003,66,127
2015,B1,CB011,30,85
2015,B1,CB019,67,118
2015,B1,SB001,65,63
2015,B1,CB003,71,186
2015,B1,CB003,69,147
2015,B1,CB018,69,97
2015,B1,CG031,62,18
2015,B1,CB020,UP,88
2015,B1,CB020,62,304
2015,B1,CB003,60,249
2015,B1,CB003,71,158
2015,B1,CB003,80,215
2015,B1,SB001,26,92
2015,B1,CB003,68,70
2015,B1,CB003,57,200
2015,B1,CB018,65,74
2015,B1,SB001,37,347
2015,B1,CB001,50,243
2015,B1,CB025,78,261
2015,B1,CG031,61,328
2015,B1,CB020,UP,60
2015,B1,CB004,42,112
2015,B1,CB003,29,160
2015,B1,CB003,51,126
2015,B1,CB011,35,117
2015,B1,CB019,63,48
2015,B1,CB025,78,262
2015,B1,CB003,60,67
2015,B1,CB026,73,205
2015,B1,CB011,UP,55
2015,B1,CB004,37,281
2015,B1,CB003,50,45
2015,B1,CB019,57,125
2015,B1,CB025,98,150
2015,B1,CB011,38,114
2015,B1,CB023,64,66
2015,B1,CB003,72,53
2015,B1,CB020,41,257
2015,B1,SB001,57,143
2015,B1,CB019,61,159
2015,B1,CB020,54,34
2015,B1,CB003,72,145
2015,B1,CB001,DPR,44
2015,B1,CB003,92,197
2015,B1,CB003,68,128
2015,B1,CB003,64,210
2015,B1,CB003,86,248
2015,B1,CB020,62,113
2015,B1,CB023,DPR,188
2015,B1,CB003,90,151
