Term,Catalog Nbr,Acad Prog,Grade,ID
2020,A1,CB001,PA,1661
2020,A1,CB001,F,83
2020,A1,SB001,PA,2095
2020,A1,SB001,PA,2201
2020,A1,CB004,PA,2037
2020,A1,CB004,PA,1990
2020,A1,SB001,PA,1504
2020,A1,CB001,PA,1811
2020,A1,CB001,F,2087
2020,A1,SB001,PA,2267
2020,A1,SB001,PA,1940
2020,A1,CB001,PA,1847
2020,A1,CB003,PA,2107
2020,A1,EB001,AB,2091
2020,A1,SB001,F,1918
2020,A1,SB016,INC,2233
2020,A1,CB004,PA,2112
2020,A1,CB004,PA,2059
2020,A1,SB001,F,2131
2020,A1,SB001,PA,1814
2020,A1,CB003,PA,2157
2020,A1,CB003,PA,1809
2020,A1,CB003,PA,2058
2020,A1,CB001,PA,1759
2020,A1,SB001,AB,1955
2020,A1,CB001,PA,2025
2020,A1,CB004,F,1930
2020,A1,CB001,PA,1924
2020,A1,CB004,PA,2041
2020,A1,CB003,PA,2010
2020,A1,CB004,45A,2065
2020,A1,CB003,PA,2011
2020,A1,CB004,PA,2073
2020,A1,CB001,PA,2203
2020,A1,SB001,PA,1705
2020,A1,SB001,AB,2261
2020,A1,SB001,F,1943
2020,A1,SB016,PA,1746
2020,A1,CB004,PA,2012
2020,A1,SB001,PA,1575
2020,A1,CB003,PA,1968
2020,A1,CB004,PA,2050
2020,A1,CB001,PA,1467
2020,A1,CB001,F,2262
2020,A1,CB004,PA,1981
2020,A1,CB004,PA,2110
2020,A1,SB001,F,2172
2020,A1,CB004,F,2161
2020,A1,SB001,F,1413
2020,A1,SB001,PA,2138
2020,A1,SB001,AB,2253
2020,A1,CB019,PA,1849
2020,A1,CB004,PA,2109
2020,A1,CB003,PA,1931
2020,A1,CB003,PA,2118
2020,A1,SB001,PA,2153
2020,A1,CB003,PA,1942
2020,A1,CB004,PA,2120
2020,A1,SB001,PA,2098
2020,A1,CB003,PA,2117
2020,A1,CB001,F,2086
2020,A1,SB001,PA,2140
2020,A1,SB001,PA,1952
2020,A1,CB004,PA,2008
2020,A1,SB001,PA,2007
2020,A1,CB003,PA,2022
2020,A1,SB001,PA,2046
2020,A1,CB003,PA,2019
2020,A1,SB001,PA,2051
2020,A1,EB011,F,2150
2020,A1,CB004,PA,1977
2020,A1,CB004,PA,2005
2020,A1,CB004,PA,2241
2020,A1,CB004,PA,2113
2020,A1,CB003,PA,2214
2020,A1,CB019,PA,2217
2020,A1,SB001,PA,2265
2020,A1,CB003,PA,1985
2020,A1,CB004,PA,2039
2020,A1,CB003,PA,2103
2020,A1,CB001,PA,2209
2020,A1,CB003,PA,2116
2020,A1,CB004,PA,2034
2020,A1,CB001,PA,1915
2020,A1,EB001,PA,1989
2020,A1,CB003,PA,2024
2020,A1,CB003,PA,2170
2020,A1,CB019,PA,1859
2020,A1,SB001,PA,2032
2020,A1,CB019,PA,1776
2020,A1,CB004,PA,2133
2020,A1,CB011,PA,1655
2020,A1,SB001,PA,2062
2020,A1,SB001,F,2219
2020,A1,SB001,PA,2084
2020,A1,EB002,AB,2245
2020,A1,CB003,PA,2220
2020,A1,SB001,PA,1873
2020,A1,SB001,PA,2148
2020,A1,CB003,PA,2152
2020,A1,CB001,PA,2090
2020,A1,SB001,PA,2149
2020,A1,CB003,PA,2127
2020,A1,CB003,PA,1925
2020,A1,CB004,PA,1936
2020,A1,CB004,PA,2202
2020,A1,SB001,PA,2191
2020,A1,CB004,PA,2093
2020,A1,CB003,PA,2129
2020,A1,SB001,PA,2163
2020,A1,SB001,F,1938
2020,A1,CB003,PA,2193
2020,A1,CB019,PA,1926
2020,A1,SB001,PA,2216
2020,A1,CB004,PA,2006
2020,A1,CB004,F,1911
2020,A1,CB004,PA,2204
2020,A1,CB004,PA,2003
2020,A1,CB004,PA,1932
2020,A1,CB003,PA,1949
2020,A1,CB003,PA,2067
2020,A1,SB001,PA,2200
2020,A1,CB004,PA,2139
2020,A1,SB001,PA,2222
2020,A1,SB001,PA,1996
2020,A1,CB004,AB,2232
2020,A1,SB001,F,1966
2020,A1,CB019,PA,1817
2020,A1,SB001,PA,1754
2020,A1,SB001,PA,1969
2020,A1,CB001,PA,2258
2020,A1,CB001,PA,2064
2020,A1,CB003,PA,1935
2020,A1,SB001,INC,2211
2020,A1,CB004,PA,2159
2020,A1,SB001,F,1939
2020,A1,CB003,PA,2248
2020,A1,CB001,PA,814
2020,A2,CB025,PA,2227
2020,A2,CB025,PA,1929
2020,A2,CB024,PA,2075
2020,A2,CB023,PA,2122
2020,A2,CB026,PA,1963
2020,A2,CB023,PA,1974
2020,A2,CB025,LOA,2194
2020,A2,CB023,PA,2225
2020,A2,CB011,PA,2069
2020,A2,CB026,PA,2035
2020,A2,CB004,PA,2255
2020,A2,CB023,PA,2082
2020,A2,SB001,PA,2057
2020,A2,CB024,PA,2043
2020,A2,CB024,PA,1690
2020,A2,CB001,PA,2195
2020,A2,CB025,PA,1951
2020,A2,CB011,PA,2114
2020,A2,CB011,F,1978
2020,A2,CB025,PA,1933
2020,A2,CB025,PA,2210
2020,A2,CB024,F,2121
2020,A2,CB024,PA,2042
2020,A2,CB024,PA,2244
2020,A2,SB001,PA,2018
2020,A2,CB024,AB,2246
2020,A2,CB023,PA,1779
2020,A2,CB023,PA,1883
2020,A2,CB023,PA,2013
2020,A2,CB024,PA,1959
2020,A2,CB024,PA,2166
2020,A2,CB025,PA,2102
2020,A2,CB024,PA,2207
2020,A2,CB024,PA,2250
2020,A2,CB026,PA,2243
2020,A2,CB011,PA,1673
2020,A2,CB025,PA,1962
2020,A2,CB011,PA,2054
2020,A2,CB023,PA,2081
2020,A2,CB025,PA,1992
2020,A2,CB025,PA,2096
2020,A2,CB025,PA,2119
2020,A2,CB011,PA,1792
2020,A2,CB026,PA,1988
2020,A2,CB011,PA,2268
2020,A2,CB023,PA,1868
2020,A2,CB011,F,2190
2020,A2,CB018,PA,1818
2020,A2,CB026,PA,1870
2020,A2,CB015,PA,2038
2020,A2,CB011,PA,1865
2020,A2,CB023,PA,2063
2020,A2,CB011,PA,1751
2020,A2,CB023,PA,2169
2020,A2,CB026,PA,2083
2020,A2,CB023,PA,1891
2020,A2,CB023,PA,1825
2020,A2,CB020,PA,1689
2020,A2,CB025,PA,1796
2020,A2,CB025,PA,2060
2020,A2,CB025,PA,2077
2020,A2,CB025,PA,2009
2020,A2,CB025,PA,1964
2020,A2,CB025,PA,2125
2020,A2,CB026,PA,2055
2020,A2,CB023,PA,2188
2020,A2,CB025,PA,2176
2020,A2,CB015,PA,2076
2020,A2,CB024,45A,2223
2020,A2,CB011,F,2206
2020,A2,CB025,PA,1998
2020,A2,CB023,PA,2228
2020,A2,CB011,PA,1885
2020,A2,CB011,F,1871
2020,A2,CB020,PA,1669
2020,A2,CB024,PA,2089
2020,A2,CB025,PA,2021
2020,A2,CB011,PA,1766
2020,A2,CB025,PA,2070
2020,A2,CB026,PA,1976
2020,A2,CB023,PA,2142
2020,A2,CB026,PA,2185
2020,A2,CB023,PA,1995
2020,A2,CB011,PA,1827
2020,A2,CB023,PA,2229
2020,A2,CB011,PA,1709
2020,A2,CB023,PA,1419
