Term,Catalog Nbr,Acad Prog,Grade,ID
2019,A1,CB001,43,1778
2019,A1,CB001,64,528
2019,A1,SB001,92,1649
2019,A1,EB011,83,423
2019,A1,CB004,63,1833
2019,A1,CB019,80,1299
2019,A1,CB001,56,1518
2019,A1,CB003,79,1819
2019,A1,CB001,34,1603
2019,A1,CB001,76,1762
2019,A1,CB019,78,1829
2019,A1,CB004,39,1542
2019,A1,SB001,47,1460
2019,A1,SB001,51,1775
2019,A1,SB001,78,1630
2019,A1,EB001,AB,1593
2019,A1,CB019,59,1680
2019,A1,CB004,61,1730
2019,A1,CB004,42,1822
2019,A1,CB001,57,1650
2019,A1,CB003,77,1757
2019,A1,SB001,AB,1156
2019,A1,CB001,16,1764
2019,A1,SB001,34,1691
2019,A1,SB001,85,1013
2019,A1,SB001,76,1550
2019,A1,CB003,56,1794
2019,A1,CB019,72,1384
2019,A1,CB001,UP,1651
2019,A1,SB001,79,1798
2019,A1,SB001,94,1581
2019,A1,CB004,42,1687
2019,A1,SB001,61,1738
2019,A1,CB001,AB,1246
2019,A1,CB001,77,1371
2019,A1,CB001,37,1604
2019,A1,SB001,67,1732
2019,A1,CB004,24,1592
2019,A1,CB003,88,1821
2019,A1,CB001,45,1729
2019,A1,SB001,67,1805
2019,A1,CB019,87,1902
2019,A1,CB001,59,1881
2019,A1,CB003,80,1898
2019,A1,CB004,73,1728
2019,A1,CB019,71,988
2019,A1,CB001,74,1584
2019,A1,HB001,11,1786
2019,A1,CB004,42,1720
2019,A1,SB016,58,19
2019,A1,CB003,82,1782
2019,A1,SB001,62,1567
2019,A1,CB004,AB,1615
2019,A1,CB019,70,1708
2019,A1,CB004,22,1571
2019,A1,SB001,29,1639
2019,A1,CB003,84,1816
2019,A1,SB001,79,1752
2019,A1,CB001,39,1679
2019,A1,CB001,62,1264
2019,A1,CB004,42,1745
2019,A1,CB003,83,1610
2019,A1,CB003,68,1842
2019,A1,CB001,75,1880
2019,A1,CB004,65,1334
2019,A1,CB003,94,1590
2019,A1,CB004,41,1831
2019,A1,CB004,AB,1812
2019,A1,CB019,83,1540
2019,A1,SB001,AB,1522
2019,A1,SB001,UP,1343
2019,A1,CB004,57,1735
2019,A1,CB001,58,1695
2019,A1,CB001,40,1468
2019,A1,SB001,67,1807
2019,A1,CB001,54,1896
2019,A1,CB004,80,1420
2019,A1,CB003,79,1599
2019,A1,SB001,78,1203
2019,A1,CB019,69,1890
2019,A1,CB003,66,1656
2019,A1,CB019,65,1734
2019,A1,CB019,68,1587
2019,A1,SB001,42,1331
2019,A1,SB001,19,1229
2019,A1,CB001,59,1424
2019,A1,CB003,85,1585
2019,A1,CB019,50,1886
2019,A1,CB003,65,1710
2019,A1,SB001,24,1718
2019,A1,CB001,48A,1901
2019,A1,CB019,20,1664
2019,A1,CB003,75,1736
2019,A1,CB019,70,1586
2019,A1,CB004,48,1804
2019,A1,CB003,79,1773
2019,A1,CB003,69,1676
2019,A1,CB004,42,1697
2019,A1,CB019,65,1644
2019,A1,CB004,24,305
2019,A1,CB001,59,1900
2019,A1,SB001,56,880
2019,A1,EB002,51,1719
2019,A1,CB023,32,1883
2019,A1,CB003,67,1671
2019,A1,CB001,55,1662
2019,A1,CB001,50,1549
2019,A1,CB003,47A,1347
2019,A1,CB019,41,1694
2019,A1,CB003,68,1635
2019,A1,SB016,56,1397
2019,A1,CB004,AB,22
2019,A1,CB019,65,1725
2019,A1,CB001,37,1530
2019,A1,CB001,LOA,1489
2019,A1,SB001,40,1717
2019,A1,CB001,56,1109
2019,A1,SB001,66,1916
2019,A1,CB001,AB,1878
2019,A1,CB003,84,1631
2019,A1,SB001,40,1839
2019,A1,CB001,AB,1589
2019,A1,SB001,51,1919
2019,A1,CB004,41,1606
2019,A1,CB001,50,1722
2019,A1,CB001,56,1897
2019,A1,CB004,UP,1854
2019,A1,CB001,60,1620
2019,A1,SB001,21,1836
2019,A1,SB001,55,1824
2019,A1,CB003,89,1768
2019,A1,SB001,75,1678
2019,A1,CB001,LOA,1844
2019,A1,CB003,79,1674
2019,A1,SB001,15,1877
2019,A1,CB004,53,1450
2019,A1,SB001,85,1711
2019,A1,CB019,UP,1706
2019,A1,CB003,78,1879
2019,A1,CB001,LOA,1157
2019,A1,CB019,67,1892
2019,A1,SB001,65,1869
2019,A1,CB004,15,1872
2019,A1,CB003,58,1841
2019,A1,SB016,57,1516
2019,A1,CB001,37,1726
2019,A1,CB001,38,1903
2019,A1,CB001,47A,1661
2019,A1,CB019,74,1564
2019,A1,SB001,AB,1643
2019,A1,CB003,58,1595
2019,A1,CB003,74,1327
2019,A1,CB004,AB,1583
2019,A1,CB003,86,1634
2019,A1,SB001,57,1642
2019,A1,CB001,25,1811
2019,A1,CB020,72,1320
2019,A1,CB001,22,1733
2019,A1,CB001,69,1906
2019,A1,CB004,54,1657
2019,A1,CB001,78,792
2019,A1,CB001,24,1692
2019,A1,CB001,36,1759
2019,A1,SB001,63,1846
2019,A1,HB001,51,1753
2019,A1,CB001,60,1904
2019,A1,CB003,91,1613
2019,A1,CB003,61,1832
2019,A1,CB019,84,1432
2019,A1,CB004,73,1517
2019,A1,CB003,59,1749
2019,A1,CB004,16,1693
2019,A1,CB001,UP,1612
2019,A1,CB003,78,1750
2019,A1,CB004,50,1666
2019,A1,CB003,83,1658
2019,A1,CB003,38,1716
2019,A1,CB003,74,1588
2019,A1,CB004,58,1667
2019,A1,CB003,13,1646
2019,A1,SB001,62,1553
2019,A1,CB011,24,1885
2019,A1,CB001,29,1467
2019,A1,SB001,26,1843
2019,A1,SB001,41,1808
2019,A1,SB001,50,1788
2019,A1,CB001,50,1861
2019,A1,CB003,61,1784
2019,A1,SB001,LOA,1413
2019,A1,CB019,43,1849
2019,A1,CB004,50,1774
2019,A1,CB003,91,1624
2019,A1,CB004,74,1713
2019,A1,CB001,60,956
2019,A1,CB003,88,1909
2019,A1,CB001,60,1912
2019,A1,SB001,79,1874
2019,A1,SB001,53,1408
2019,A1,SB001,62,1577
2019,A1,CB004,50,1423
2019,A1,CB019,AB,934
2019,A1,HB001,25,647
2019,A1,SB001,29,1654
2019,A1,SB001,27,1566
2019,A1,CB003,74,1813
2019,A1,CB004,86,1648
2019,A1,CB003,73,1888
2019,A1,SB001,45,1727
2019,A1,CB004,20,1848
2019,A1,SB001,40,1309
2019,A1,CB001,20,1622
2019,A1,CB023,UP,1060
