Term,Catalog Nbr,Acad Prog,Grade,ID
2022,A1,CB019,64,2782
2022,A1,SB001,61,2709
2022,A1,CB003,68,2804
2022,A1,CB004,DPR,182
2022,A1,SB001,62,2716
2022,A1,CB001,34,2564
2022,A1,CB003,66,2651
2022,A1,CB004,UP,2636
2022,A1,CB003,58,2816
2022,A1,CB003,63,2771
2022,A1,CB019,77,2655
2022,A1,CB004,60,2445
2022,A1,CB003,73,2682
2022,A1,CB003,60,2759
2022,A1,SB001,DPR,2600
2022,A1,CB003,77,2767
2022,A1,CB004,29,2745
2022,A1,CB004,37,2622
2022,A1,CB003,83,2617
2022,A1,SB001,DPR,2538
2022,A1,CB003,82,2628
2022,A1,CB003,56,2810
2022,A1,SB001,DPR,2539
2022,A1,SB001,DPR,2536
2022,A1,CB003,82,2661
2022,A1,SB001,LOA,1858
2022,A1,CB001,DPR,2721
2022,A1,CB004,61,2275
2022,A1,CB004,50,2738
2022,A1,EB001,67,2623
2022,A1,CB004,UP,2288
2022,A1,CB004,57,2343
2022,A1,CB004,57,2648
2022,A1,CB001,33,2701
2022,A1,CB003,89,2639
2022,A1,CB004,60,2428
2022,A1,CB024,52,2383
2022,A1,CB019,65,2680
2022,A1,CB004,34,2656
2022,A1,SB001,80,2281
2022,A1,CB003,66,2750
2022,A1,CB004,40,2787
2022,A1,CB003,73,2690
2022,A1,SB001,58,2772
2022,A1,CB001,59,1554
2022,A1,SB001,58,2695
2022,A1,CB001,34,2729
2022,A1,CB003,78,2705
2022,A1,CB004,52,2649
2022,A1,CH001,83,1350
2022,A1,CB003,59,2689
2022,A1,CB004,43,2774
2022,A1,SB001,DPR,2765
2022,A1,SB001,33,2440
2022,A1,CB003,73,2718
2022,A1,CB004,56,2749
2022,A1,CB004,DPR,2650
2022,A1,CB011,15,2388
2022,A2,CB015,25,2441
2022,A2,CB024,61,2797
2022,A2,CB024,87,2624
2022,A2,CB011,DPR,2573
2022,A2,CB011,65,2580
2022,A2,CB024,61,2469
2022,A2,CB023,75,2269
2022,A2,CB024,UP,2747
2022,A2,CB015,69,2259
2022,A2,CB011,71,2444
2022,A2,CB011,UP,2606
2022,A2,CB015,44,2380
2022,A2,CB025,74,2654
2022,A2,CB015,UP,2316
2022,A2,CB011,42,2136
2022,A2,CB011,65,2571
2022,A2,CB011,70,2594
2022,A2,CB024,58,2438
2022,A2,CB011,41,1337
2022,A2,CB001,39,2706
2022,A2,CB015,65,2534
2022,A2,CB023,51,2784
2022,A2,CB025,79,2736
2022,A2,CB023,27,2795
2022,A2,CB011,UP,1742
2022,A2,CB024,39,2791
2022,A2,CB024,33,2446
2022,A2,CB011,AB,2503
2022,A2,CB025,80,2737
2022,A2,CB015,41,2332
2022,A2,CB011,INC,2353
2022,A2,CB015,75,2355
2022,A2,CB018,55,2686
2022,A2,CB011,16,2577
2022,A2,CB024,43,2671
2022,A2,CB025,85,2627
2022,A2,CB024,59,2574
